N,P,K,temperature,humidity,ph,rainfall,Soil_OC,Fertilizer_kg_ha,Pest_Index,Irrigation_mm,Yield_t_ha,label
35.423288640641154,73.15320770220276,25.91512400675481,23.952525029782397,48.8984347938984,4.6518085288490765,180.677698157516,0.8806274563300963,160.41120429434463,0.4607128049789166,385.2608717848864,1.9,pigeonpeas
21.38912149250072,79.17352417988143,20.08035712790668,36.2900061121274,34.594873014547936,5.219134738382393,147.67309836777585,0.4655013368434608,153.180706330222,0.3327529056875701,399.1961706237206,0.7,pigeonpeas
41.29911700384385,83.03404871628524,24.97002375640116,28.498513039755373,43.46243550778168,4.878250670677436,207.12033510956755,0.6184860603858091,206.76013790558076,0.455235290025352,368.0657644496332,1.69,pigeonpeas
13.38353715981819,78.23041159324094,23.925689908831863,24.341061890812668,57.8957004547256,6.298184591833867,108.34635459173803,0.4721601774263956,143.19582579668008,0.4736420533376537,443.305909367336,1.29,pigeonpeas
32.512022391820146,79.3285516596425,13.28504520651346,33.27423441280493,47.2825105198084,6.906409922741573,93.25608284450374,0.6043391008562181,199.76615807836052,0.4471521015473214,473.54901404590447,0.94,pigeonpeas
11.81562554166756,80.14378824679717,17.033860751831277,20.36693403396063,64.65904639378779,6.760447964765504,186.61508601024383,0.2842018587029621,128.1893435082551,0.4502955509645511,366.2516114504239,1.36,pigeonpeas
28.575810534003335,76.83062120346872,35.42710391225985,21.08932093038312,62.83891112427223,5.95153649340813,194.7305568437405,0.5444153937605282,189.47250029953025,0.5677612423377871,327.56777363907264,1.85,pigeonpeas
31.35942175233073,61.62535486989406,17.079793608446256,30.576367875012835,59.06070929284318,5.638852964682055,176.93692235953966,0.6313334127908242,140.0638594021447,0.5418086134178782,380.83994302050496,0.98,pigeonpeas
18.98514386960374,75.22687972071232,14.7285312606783,35.378634693728074,42.42229218491562,4.861809704307681,163.73515054710202,0.4755482932468758,174.10742762478048,0.5176678750603825,444.5784918939864,1.3,pigeonpeas
24.76136106532333,53.56373121696963,25.594867511813423,23.567373063742817,46.120626727234544,7.38889695632914,136.648269192829,0.4584004180596547,155.3630072150306,0.4731506420190984,330.74019536412305,1.28,pigeonpeas
-2.9286362278128752,52.912983462287656,22.575918459853582,26.28056358638495,41.28224859230232,4.643354186163722,103.62004447842068,0.3413449720830916,123.97766619349342,0.6234324146544986,467.04826886536455,1.04,pigeonpeas
10.813719144236163,79.14932152565524,16.853093564616906,28.9703221817672,67.24882539215267,6.0766124576186185,176.36929817261208,0.1228192010059631,153.5382123232569,0.7324119863297929,350.4089221896074,0.89,pigeonpeas
1.965900466731389,70.67403154586766,16.085013535984313,17.04685262002737,57.89794611318189,5.067976261324614,145.40963554616835,0.0801802468289828,150.54241660667165,0.500027600008037,367.013158555005,1.35,pigeonpeas
35.69266685238433,76.87592727557485,24.32491989466778,29.871054864370187,71.05997732744669,5.518826352209122,207.88361833480008,0.7995637795672095,167.73305585035882,0.6722381281110632,422.89361986374206,1.48,pigeonpeas
-3.815305639714758,56.47699119152137,18.236120142713617,22.7068202090923,35.42310045542501,4.705080586905053,131.2258107007076,0.515328974535351,132.2303625373125,0.4250385991142171,436.3301238856157,1.32,pigeonpeas
23.501413461973907,73.76123981721472,15.585475361229744,36.16305139332801,56.65580161493301,7.302428889649243,152.61762818997238,0.5315332567205783,123.60768064385796,0.4538361878232355,459.75572906834975,0.52,pigeonpeas
21.282068178196056,56.233057149882725,24.582974664446517,29.53841442427269,37.2966170058253,5.599578132384617,180.9323846714232,0.7140930664706684,169.7959714000472,0.3545815373562954,388.75651362258753,1.23,pigeonpeas
5.492562383536656,70.76816424571538,22.180487326666903,36.779896849695945,59.31223664757393,4.7775130850463,99.92139114730604,0.220274681275468,118.04613981285044,0.5191825932233207,489.2879272725999,0.73,pigeonpeas
24.64086184849593,74.25014626471585,10.951817753434124,30.27350111926336,68.88253199895573,6.411960813060757,160.00045143878108,0.8277010502690391,156.65528691241212,0.6290006223322583,406.9581753361387,0.97,pigeonpeas
27.080218930943737,60.95814905905197,17.784524628605737,29.142910693978376,36.92148350238961,5.420238742955156,189.97970033748751,0.5201190262896934,154.34484293000455,0.4276613942947406,373.58156376717216,1.49,pigeonpeas
34.34606501530578,77.74008122133077,19.58654517023024,22.711679037460875,62.00947674108409,5.787829647871969,89.70100744966886,0.5999965486359505,186.00434335747124,0.5982835672265178,510.469990534728,1.86,pigeonpeas
29.36874985292242,68.60089594867877,21.624961972695168,22.995798197207648,36.16596136659001,6.881829048528858,159.48269294653898,0.4553158041116871,171.52058718776016,0.5689238569317543,423.4622842866957,1.18,pigeonpeas
7.247791350355278,72.02176278830487,19.84800502939844,18.49352217404104,32.63915268514182,5.933549231763601,163.64341685069823,0.1480262868163491,137.66202970413215,0.3520300624562875,352.1995645094087,1.86,pigeonpeas
40.225066288643696,59.39334377139567,16.744611186749708,29.969224084040604,47.27386611579387,6.355672012338013,166.10299214073237,0.6938102594563994,173.08079923985463,0.4877703582865536,401.7633085345269,1.33,pigeonpeas
17.191505379863507,61.92000571605658,8.905265140280815,34.843009422971015,52.152208479512495,4.818234546617372,190.5464458372749,0.5176750065297595,161.99999656738734,0.6235032111469407,358.5066557104211,0.85,pigeonpeas
14.045919987787371,57.74822730369288,22.96980462883209,21.337151103442466,60.12753007443517,6.851926563112614,133.97063608704138,0.3522524252573444,154.3260079730982,0.5152617326162792,336.90776239787544,1.09,pigeonpeas
47.64941865875964,76.08275800721,20.196609054188148,23.21213241925412,59.71670767190566,4.421118734291586,168.80141453749826,0.6148944311264056,199.7551651935076,0.4937243764206104,422.22423323133887,1.98,pigeonpeas
4.827525045907162,79.03101188830615,15.700869824493395,31.65407254276869,34.73527467326947,6.942814980736773,174.29684725784543,0.3126688814243501,147.34587898907273,0.5645308429282007,352.4011591360539,0.5,pigeonpeas
30.48129327820872,71.34491751879962,22.279568817838246,32.806791429161365,49.09748266407795,6.999614345934872,179.72352963542434,0.7607959130176277,188.0075596791868,0.4585377315849842,354.18892057627784,1.2,pigeonpeas
26.90762021735927,65.03762814950433,26.1142712714776,28.71836435911795,40.54795408553643,5.185762918399655,110.1750332447208,0.73401002699001,176.38270429831974,0.4179341550915031,452.95737525514096,1.53,pigeonpeas
21.273442336692916,55.42062596032404,17.791214572682726,19.884992940055408,69.95948070727867,5.015979470766217,186.35846141496,0.54126484752593,130.76128746835244,0.6285809184473036,374.1996893420754,1.48,pigeonpeas
7.577023701678765,75.2234496904689,14.435688961608186,18.60660975998656,45.78176821467616,5.410609362846214,156.82681449161652,0.4822476488394578,140.64067014541172,0.3928477033986832,476.432373016058,1.66,pigeonpeas
28.77307273214441,68.12542687390037,23.423228454768115,19.91862258095933,49.98602605941135,5.555007790041395,174.59657277455682,0.5320372039608631,149.0794073218468,0.4685716201594991,312.7610258683564,2.02,pigeonpeas
10.604444421649353,73.37330432254329,14.768096505353038,22.922589445856037,60.74644071638952,5.571983474967737,93.2989714449212,0.3591564871121295,155.49437803906915,0.5249090355106591,474.777773059519,1.55,pigeonpeas
20.183790308663664,63.56060317285261,26.175922766641307,36.56798688078901,58.955811308629805,6.102157483184463,131.84850936217634,0.6184489647118198,157.60177615389597,0.4310308900576412,431.60770973490656,0.5,pigeonpeas
36.71081513420152,71.21862537734792,21.70472638722552,31.8381864526856,67.20535794248121,6.834699044959594,206.48379419904472,0.7521185454164361,200.7791736955321,0.6894665310915141,316.8683818912913,1.15,pigeonpeas
21.900963892831196,72.52311171138614,22.58720187530657,31.281178763699547,46.80344789177704,6.823518827516554,189.2235995398108,0.3664896758994118,182.9786588386677,0.3154995132928462,484.9387015699163,0.69,pigeonpeas
19.16701273503528,60.57673293234884,21.972393864412915,29.01275327263779,42.95885352281548,7.016922804292999,189.2695104848713,0.3981329359047589,128.87867683008724,0.4985438810127262,382.3775613299194,0.76,pigeonpeas
11.792677253596484,68.54258624736079,16.620240452889302,19.580194443078632,63.39254632142553,6.196163487130958,154.44573367152103,0.3247884353197448,161.01271936004974,0.7258846546735205,339.8026850092946,1.17,pigeonpeas
34.42212455574458,55.798777231921655,24.567576715720904,19.70079768744144,47.44035908551195,4.646540633218791,127.52681241139469,0.5689732637385514,184.96482897048648,0.529648177652409,349.23548695490246,1.81,pigeonpeas
1.7543041781028177,50.58268894436544,16.119998188794966,28.46730343716663,63.55972907482781,3.78739082760396,20.37718568580821,0.3522232025030833,124.65065508752176,0.4646822889651827,534.4086981355485,0.58,mothbeans
24.69997905539841,60.4007272616243,22.38715168731875,29.105798610841337,48.37676271026138,4.374083578352455,28.905457854518705,0.7126302071018017,175.99154566879693,0.2679845280502383,488.3867965046723,1.1,mothbeans
38.40680064461467,53.46342400692958,25.65442780117633,29.36612845014284,59.98239009233392,8.266959438154796,35.25022680468879,0.5522160876841609,198.83172030379572,0.3112932322971246,553.1123237796613,0.5,mothbeans
3.5945065812493726,44.68572358279809,17.04987263785394,29.39101618943188,58.57063041517126,8.815923276747347,70.59547043903653,0.5045364945804464,135.07529718670227,0.4528808506287007,473.10410564490206,0.5,mothbeans
35.78578066618077,53.19117300897981,19.76739789787876,27.474231426674795,56.53266735940631,8.275527092308531,26.09051131693872,0.5012723327627934,147.24565852449598,0.3532634944222076,561.5897068096236,0.5,mothbeans
32.199846671592056,45.31312252797806,15.713691382893412,32.61137083544838,51.02484964544906,5.222779195878941,56.00843840808452,0.5236239591582534,150.51657760645702,0.4943833560399429,461.57878944546695,0.5,mothbeans
13.899710258721123,52.14648208237397,17.53198014259304,26.53275358953061,54.43910045521996,8.079928972316713,38.37201816349892,0.4466618887133075,135.29014318304223,0.3959282506512709,436.8112838289011,0.54,mothbeans
2.588301945414048,35.74158026177743,19.881344759580266,28.8946091484375,52.45665380945736,9.66389413762636,58.42823388218346,0.2983594434307351,107.90278595625271,0.399541370637731,491.90060989526296,0.5,mothbeans
37.90750312416027,54.865243657338034,17.058512324107102,27.02696515131718,62.7245531778794,6.785269800694477,28.916237882556786,0.5937728135952604,148.2934652994978,0.4575639649576308,419.7941354307699,0.85,mothbeans
14.38923266829374,51.146011647935005,27.88836184610906,28.869782600275947,56.673454193685714,7.392570159505106,72.49753676039133,0.2537266487118015,164.1890303555538,0.3510413625463849,515.014382633049,0.5,mothbeans
42.881105639172375,50.90089935774154,19.911320405635777,29.779749070982938,47.05883455156569,6.753846744687289,61.91133213300546,0.7070648566067067,134.66159802435433,0.2857135313835612,498.5348689616602,0.8,mothbeans
42.15982716792943,58.57364963395239,26.428495133434296,22.7715562190014,45.74221949962032,7.863641700436163,67.34767336338942,0.691135309423706,190.7353442580853,0.3992589045039746,498.9196063525477,0.77,mothbeans
23.569630669436663,43.9819264591346,23.746713872660045,30.66732920311214,57.101924521780106,5.9322749896311295,28.854458434439884,0.5222785251273934,149.65571946683488,0.4257010222872253,515.4274995342349,0.5,mothbeans
36.87340384327316,36.12236557609194,23.39561347679409,25.156075238271733,57.82742538237152,8.0708678174136,31.186323157539015,0.4870767035288045,115.34498611808456,0.4109690555239882,502.1570116897212,0.5,mothbeans
24.77093630035633,46.0604133181956,21.048565299826382,32.47041225582336,52.68602480480843,8.923861442075154,67.66201127042153,0.4870513781534054,140.6446709149827,0.339585695964018,549.2418863401942,0.5,mothbeans
35.90614252694411,61.26768071694312,20.45441763939351,26.182749445713856,55.39322672063486,5.866728311608488,53.96493044240836,0.7013742450641618,134.24974271106413,0.4380276260269747,465.43923585369,1.13,mothbeans
30.77994269970936,35.88107337273179,23.40086232930832,29.99537774960943,46.94721703919317,7.840540321179032,65.55116166688424,0.632128671980039,151.48587589504356,0.3143547722494991,507.051749004593,0.5,mothbeans
-8.755872998841516,57.821660638317,28.913167095132447,28.183083084786468,41.40841773252479,4.383434254161594,51.06940539517901,0.1629101775750139,142.44194107193903,0.3378751604222424,482.3052868098167,0.52,mothbeans
13.046532285625457,45.61617056235399,24.04367999193028,23.175343132227955,47.09102374090803,9.892430938242558,74.39570988013467,0.3388247573600506,117.89568677836262,0.3836868517261157,440.32636618021326,0.5,mothbeans
14.973021770599882,53.39473681770245,29.68077639930154,30.57210357430324,43.051806574073176,6.435683273273172,25.242120681152755,0.4936375752738855,158.76041997406168,0.4358470676209969,589.005382999437,0.5,mothbeans
26.223314747793584,45.61548232868395,19.978715311547106,26.2339492756996,55.68639164428212,8.105602262422055,31.83300759470899,0.1726557452076192,156.7297421189746,0.4550385868156869,520.1122112655813,0.5,mothbeans
26.859300401414544,47.42312204064539,22.259047042910613,27.27902239088634,62.0038547505394,3.768626907428071,77.08942231686804,0.5337012348516432,137.14551704066398,0.537639027672752,440.224055313942,0.81,mothbeans
6.422273880646937,52.75027246991175,14.295325114897311,26.8256854725384,49.29908586450491,5.501088458717071,48.65428257787463,0.3172854226403039,117.6794018948086,0.4148127757789363,482.3578893446362,0.5,mothbeans
28.661843273249616,48.84941022864405,23.376515271104523,24.56468412155013,56.71536709392568,9.36192406804989,45.08748599002716,0.6278962777854252,162.22826718377155,0.3893490108039777,508.4469897965495,0.5,mothbeans
25.07072453982713,47.3397945422411,21.4664660073676,26.20812963942255,52.38697903514596,6.081232614252584,26.755921424508525,0.5429884420207142,172.59834915275297,0.3438956725960232,524.2734332816608,0.55,mothbeans
30.498357557093478,54.491668480064426,20.29227094716841,26.0776050477742,49.03579650322795,7.394062345126946,36.21407351706115,0.4984749362852497,167.4218235619024,0.3214094380381165,449.2825233030565,0.72,mothbeans
15.59191159533288,58.39468216727974,16.688936490861135,30.286655172208253,48.62945961506821,3.716092418252164,38.56001643933962,0.1875084461065331,155.5983494607407,0.3508521873816392,476.9444206607988,0.6,mothbeans
19.40297542677138,36.91127219625895,20.259350488587483,29.461372576155856,56.2972206917321,5.8253155095552,61.82290812734846,0.5142909028572269,151.42014598788728,0.3886503996930202,504.0223713772715,0.67,mothbeans
25.963586365583232,42.22042286271476,23.85909339080944,25.023942343709678,58.99422479596274,4.558087509969403,58.62071123949202,0.5972825005212233,128.55182859786325,0.2618993089858814,469.4219414691088,0.92,mothbeans
41.14039961659121,43.742738181184414,26.17228718183801,27.3683130963291,44.50733711981826,3.6560622502739575,35.89341441615535,0.5306004433269109,135.65097413500908,0.4163304695939355,532.2096943378835,1.15,mothbeans
14.202534952562315,45.38260037118665,24.396788464828887,23.570176417612533,54.39334892399466,5.952241735319106,66.11601702717289,0.5376768217445747,157.89722132755466,0.5566943501743248,497.7013378776043,0.56,mothbeans
11.12264982493805,46.29409376177398,19.29290740657659,30.538892538368074,47.04004699152048,5.655120715067763,41.959657013070114,0.3319047602596214,154.89581205340937,0.1802640772464825,514.2715172415889,0.61,mothbeans
8.948175818410817,37.24612373332502,17.21072903542886,28.20461692124405,55.4578673724284,4.661499734969802,29.698151452828423,0.4101065129871411,132.90783321397234,0.5461572597125296,539.0354281380705,0.55,mothbeans
8.42856282055168,58.82546320465188,18.12850333127952,26.383242673740675,39.51458273380116,5.415608591087903,52.00327900037334,0.1885811712359919,131.8706506003058,0.3581219518382303,499.3284883861263,0.56,mothbeans
43.04050215205197,57.29584067593181,18.540853174139198,28.38705205375149,53.76175311817877,8.23166943338431,54.67730550933379,0.6098451872587585,190.8292787765674,0.444235671332983,480.2849241996472,0.5,mothbeans
8.841175484722465,43.01954665220817,20.80319237200549,27.556248872905023,45.52097647181582,3.720798406909894,40.33702692520284,0.2856980302164751,119.25842100008458,0.27736973972792,551.0551997692562,0.96,mothbeans
6.253952418457445,37.19349447304168,28.84581304765156,24.29528652491792,55.10365215097081,8.821551188939312,28.56604530035826,0.2206184660595193,113.8963022831041,0.4573137090767594,461.9128032241345,0.5,mothbeans
11.780347080939032,64.25444340127889,25.25256272889559,26.68194150520899,46.15117186202581,3.782166015961723,68.49069864649593,0.3866266752638957,140.22481758668678,0.3679493419267847,460.0057992185515,1.43,mothbeans
-1.0714239080840748,45.50447197555819,21.25318930517868,26.07015789172549,66.20393622714543,4.1373889973826765,70.26858457401433,0.4682558062816236,147.08775206944642,0.5113143767989069,465.9196427552117,0.93,mothbeans
10.424199532058712,43.6564149197963,17.36666306463595,30.450014081106254,40.33136129905253,7.546118536329389,68.29769831747436,0.239165004019431,132.30408937387608,0.2718779740944305,547.4547742740043,0.5,mothbeans
27.969539937517887,54.07650958574497,25.292745169852772,24.28061433815417,60.86406851053669,9.488413001611528,59.67825510399891,0.6480539439085274,153.70692989090352,0.4467819687481298,393.3768501479755,0.5,mothbeans
36.09824444312414,46.21176938698931,18.46355580274177,26.441915760310795,54.65371649366099,4.618192695194143,47.092460157028526,0.4715418714622455,162.88696899024325,0.262837760142402,520.5524214268038,0.97,mothbeans
22.7461388918252,42.01832640238156,21.821214815620653,26.36187519044466,62.86069914795853,5.790261653495033,64.11070794783011,0.5473443172443285,128.02416750990218,0.4725631047997455,494.6316157877576,0.89,mothbeans
40.19485010071803,53.09646637127208,19.975478997982105,33.410541229195296,42.07721581615836,7.506888449257762,71.58053788496822,0.7214224382639217,177.53168018782503,0.4009128216310338,397.5269008651742,0.5,mothbeans
25.610756290453587,43.55188908943461,26.51068354814342,27.130690582716344,58.57715779417749,6.050214634169738,56.60499851385412,0.3955048628455017,118.00660605106845,0.538919828239056,504.4270387120765,0.71,mothbeans
28.74879193535323,41.945364536094615,21.639766339404293,30.61036863756118,64.03210914841297,8.718181298314745,44.47821395648669,0.4154953082123425,148.94202737504364,0.4162068065612302,528.2365104002516,0.5,mothbeans
23.697905853483483,48.78401018396408,19.578620548533845,27.172736225877674,55.30205139766506,9.303450392245749,51.16770588531312,0.6212876970943114,151.28306681085903,0.3820949996642918,542.7591541885895,0.5,mothbeans
8.993869341432958,42.08741980994688,24.00231991771022,30.830739535948958,43.41094676481531,7.940055264551231,55.229303513735466,0.3612250224121705,117.64183822757276,0.303192404326922,423.5639433028157,0.5,mothbeans
28.347885880670308,31.16926877083277,13.56324748065908,27.495209616997908,47.3146588548725,5.4014027222857095,33.22397390089309,0.5183912929087616,128.66269773488025,0.3977402395121596,564.9451828427096,0.89,mothbeans
13.067703490010048,59.54435325572016,20.812906078334688,31.72741054803765,56.62234752608289,6.326167816084041,59.79338344534352,0.2784331018214708,136.33291571895677,0.4914249914207709,452.0817361263337,0.5,mothbeans
0.2910569507265799,58.02582752189886,21.116016598650944,28.05242708831037,51.588086138743904,9.219792555534072,64.94578493583299,0.3220873061546506,158.4727080298945,0.4069109861102808,530.5447613445457,0.5,mothbeans
24.982844448767278,46.36389980980121,23.916862788926405,27.29281771515404,57.13715067141049,8.09183191882542,47.09525190591534,0.4898751309439314,161.96627118939526,0.3876988469898001,504.1570486917629,0.5,mothbeans
12.191891050036457,39.26574402393016,17.88255810085739,27.946570619579287,58.81720542143419,7.932357518389246,82.74698430448191,0.546250840935343,112.38692879001536,0.5512132778833252,436.8424777956635,0.5,mothbeans
40.95542093396595,34.705253878105474,18.922931354473523,30.855674284281868,58.95788525638463,9.050431068449964,38.54594743186723,0.7743366906888373,145.98976430016245,0.5126467961618922,519.9862817630692,0.5,mothbeans
34.676608402994745,44.45008211417127,20.702204827170604,29.77204958897951,62.3869419403476,7.710195002314194,63.210060191159805,0.5786927577627468,130.20665018022063,0.4970706276894938,464.1781704126644,0.5,mothbeans
32.098377083760795,43.98052363401096,9.466923790692771,23.916759481603933,43.82354502894321,5.78170311725463,47.55976344335078,0.5660670305712149,132.32903922325997,0.3099649584075682,424.1477589857668,1.01,mothbeans
8.686698708295381,38.08405442003519,21.36048759160986,23.87659436749129,60.863567004988006,6.145922937616711,61.46661837372356,0.4473865543818487,128.95228866990558,0.2804616968901878,535.9616093182415,0.77,mothbeans
5.671109061677163,48.73342415906342,19.66450975250243,30.37454630300282,61.70964139889761,3.4666041574209125,60.39923269559712,0.2593112605813819,109.87900470804466,0.5403794394707281,456.4908738006992,0.6,mothbeans
22.836232980373687,41.28074488131346,21.39569119674632,28.413129903651267,52.396901630532135,7.285733597877614,50.16968119662011,0.5236349754382627,107.7267288732922,0.3245985528453622,461.3836607872993,0.5,mothbeans
33.45482253931544,60.28339770316882,26.34551980350097,25.5840945891986,41.20123537230912,8.205036827045644,82.88484526548125,0.625817063171758,176.17048263939682,0.2925693805275459,443.333332174998,0.5,mothbeans
16.878003294630943,57.91127907243627,24.04763657947788,28.00448637419871,56.87863195548597,8.693739586020158,53.71010349449914,0.5884523743505448,159.2068039963665,0.4392374335128163,488.4854122981397,0.5,mothbeans
28.14432726223917,48.17072552219055,11.331524224613272,27.88511310185934,53.81970520759239,3.512736664326779,44.745767933327286,0.8623445363988584,134.1184906454917,0.2907500004666712,483.8847276465333,1.29,mothbeans
15.719081895708772,57.33412535216518,17.822693259338795,26.98459780317236,43.34556053755181,6.040720695105347,75.3086800861363,0.5610182855136312,154.67745936948776,0.2979563628711887,510.4007679892791,0.69,mothbeans
32.01406224796655,58.44796890949289,19.301647324294656,30.12272983716247,63.1491617263989,9.392419925259787,61.70427954099951,0.5328163888001485,141.5817800796469,0.4050662203344173,492.07946947707296,0.5,mothbeans
16.931200719887773,31.264048147711076,13.45733911008131,30.983629495548545,54.24073721402521,8.198209711609952,77.14617429456823,0.7349433604537261,131.3534966705985,0.3953811910147662,476.5133983369447,0.5,mothbeans
11.152870516132268,42.30945807789088,13.034574039313854,28.32108787442278,39.49993602089015,5.24382921216019,51.46846243075399,0.3126733419703587,128.70726996783216,0.3350246933764344,479.6807831115059,0.5,mothbeans
36.9881345542509,38.96377045554289,22.277543245697814,26.56438294503954,61.593009420067474,6.301706156839386,24.642621186385988,0.486490663470866,145.42186770842744,0.3421783685048244,585.6734353843522,0.65,mothbeans
21.095982950363148,40.76025238625074,19.46214812431117,27.801312917351293,43.39705750813221,7.911065526268954,38.00287751750693,0.3685540269797774,150.1612590883358,0.3891093254598859,528.745412238782,0.56,mothbeans
18.45108854250417,30.233469713779517,26.095624656972745,27.57739329235432,43.918783008440535,8.9335526091757,67.59296565457258,0.4488727949875048,121.08827086599292,0.3868044223887165,507.7230446837769,0.5,mothbeans
43.16449411990801,41.6062288089717,26.13807139593468,28.929838052975704,61.675452992527646,6.8414575641379285,42.74210078749905,0.643667477124092,159.72692086214144,0.4983544211593305,520.0145251396988,0.5,mothbeans
18.79417512360771,59.841917440723535,21.623274262265117,24.816165889503196,55.92161607517756,5.284638333177959,46.02187335081976,0.5382582509703775,145.71387482560468,0.4375854400872713,486.3067000690909,0.63,mothbeans
2.89903149889141,56.78969304388896,18.271284795662663,25.11275023644361,59.16499646526349,7.683941692995532,27.29184141806632,0.5904294418974735,121.87475564795514,0.4347134774820821,520.0672016998025,0.5,mothbeans
0.756655058095399,55.247378887852456,17.447988444623398,28.012827994592847,53.72081675480298,8.566464335292775,42.76975043635434,0.4000353503015774,125.20892151044336,0.3030654402666805,486.83450965800233,0.5,mothbeans
15.213538508866357,48.21626258280679,31.513001186241063,28.36649550506719,52.47998352207166,7.796830730926454,64.75608049804451,0.5073613067412764,130.08349531681426,0.3290296785085451,488.3470319385545,0.5,mothbeans
33.526892954106344,37.80263763621143,24.190504999420995,27.783347012562235,63.63446978952666,7.953973750571351,32.04267721561052,0.7895083223350158,141.64805958830425,0.2639624227717871,547.7393586644189,0.59,mothbeans
19.461437941466365,59.49597163353821,25.54138913523592,28.77623007061766,56.24606078140804,4.337806371142016,25.071065588921343,0.3796535423194436,151.45916007526523,0.2969760153015663,529.2829863994882,1.09,mothbeans
11.203997151317038,45.81422416222774,18.057983370004084,26.92576875903512,49.25201454457932,5.7672379534789,41.203897068703846,0.529720111842518,146.73979137848318,0.4224342591456651,593.864532878528,0.65,mothbeans
5.569265848189074,42.982568052284925,14.603666889106275,31.07529229052161,39.19983940633919,8.57351593550278,27.939430296097512,0.4203575242387186,117.61319432339774,0.4255418282009053,490.5132545917208,0.5,mothbeans
8.85713291853309,45.1610137161207,22.611322044894923,24.422517926441905,61.16793531899346,7.250244557745799,40.45578697196082,0.3074114390589827,130.07452754673508,0.4070638443872372,522.1003038899867,0.61,mothbeans
32.6145383899576,51.697176561190496,18.977404777098208,29.016236023143826,53.81108762984029,4.977233364754773,45.66440060059863,0.7460293690723909,155.80246928537613,0.2896740693800588,488.17948404532575,0.87,mothbeans
28.25765825509221,41.286031693080375,18.0395879507526,29.50358777245741,53.55464406609112,4.538882520642955,39.877342111234384,0.4960260196823235,150.2122053397296,0.3003768721464825,519.1701383152435,0.61,mothbeans
31.794226814081416,50.06469936128497,21.52340624091261,31.058776202666703,44.50314130418609,5.023106174354576,71.43721902037689,0.6962518070065481,149.1825419957155,0.398088869138438,431.5437320781817,1.11,mothbeans
16.266113392144305,55.2660004687861,18.156430716555857,26.28750077458365,46.66427828728349,3.7050442743624057,24.072722500132468,0.5212221742123468,119.05235141086294,0.4102586506275619,538.2880268253214,0.95,mothbeans
26.277572235394054,35.22770997655404,23.851629117978423,32.26686348210674,65.16262307795101,8.793257187514632,64.5637264011443,0.8357057750653768,124.0245306387733,0.4510219285573767,442.9655210340042,0.5,mothbeans
25.03818094160737,46.99436025546663,26.60792261259372,30.403277731035583,46.15378140987741,9.211321402180284,34.57262959027152,0.5496124602893939,134.28247120668777,0.3541471774379054,503.6988062425295,0.5,mothbeans
18.2501226666335,38.15036417029358,26.610633467313093,29.707569446268195,61.82934360037319,5.804154522615228,52.523063979839534,0.4096303631786124,113.7503194259095,0.4389730719248371,554.6425760932905,0.5,mothbeans
20.950503358398457,48.30200485549997,18.04405984686872,32.58639615331783,57.04376458314174,8.33579520852283,53.864007243545046,0.3840440599862735,116.62321777577894,0.2982042078256743,431.09788909973446,0.5,mothbeans
32.04078085608618,56.98721069366016,20.271880115993422,31.26968073056683,54.97361636016831,8.633149839379168,44.45274775542004,0.5381954498218954,138.25207071386248,0.3639750760921466,532.2967688690704,0.5,mothbeans
14.507417576434822,63.69099366600258,25.86607509884069,30.92702189960661,59.40213348676407,7.650430864309698,42.10249174455992,0.4312811919188765,135.32095350186185,0.3847648316057749,484.0034745201607,0.5,mothbeans
40.105544986766354,44.06515635951792,11.315918664849669,30.94293113387761,55.28909407230462,5.354116842962805,42.34525239437621,0.6027663663538657,152.2019722205031,0.4275595596790097,483.55425855271096,0.83,mothbeans
38.43319745617847,33.50901571191543,16.51169561539492,25.04245264708822,62.0662507217115,9.408099392603798,35.57221688296328,0.589939666308932,145.2511896603865,0.3658402965176253,532.8649179380755,0.5,mothbeans
6.953474055448318,61.17842701042549,8.591914653462643,31.91358577338768,58.44431656237422,4.658220310356883,49.04958573234379,0.3825642820212416,135.21340032694386,0.48302821340463,525.1925505865032,0.5,mothbeans
35.5790053465249,52.90646907185559,17.897854831649187,32.0863931520351,38.69824857473012,7.142143753619568,44.18587905202397,0.8685100310802789,158.15140073090453,0.2329352744177531,483.8730015366182,0.68,mothbeans
16.79009570370657,33.42574644597089,29.320406218919263,25.624564467387515,55.402354173600806,7.259894434522996,26.300994108564616,0.4359173513401681,116.1191928828051,0.3845713604376758,540.6735220472378,0.5,mothbeans
42.301934512863305,54.51056707994479,19.79718491107453,28.208993867835236,61.26865539224464,9.99954348137982,48.01825534995017,0.7924103877604154,147.89658333277129,0.5171059168161101,504.8094727225996,0.5,mothbeans
8.11420551570031,58.57208269248488,19.030879590031223,30.18359334342629,50.99159143373585,8.939146985686135,43.230425434538056,0.3281234751559396,120.79517632076076,0.2919579236731401,548.0073347177506,0.5,mothbeans
14.808984553221944,48.39261952852991,19.597514679107785,29.971304854474116,59.240026530936966,8.78510170144467,78.66559235093692,0.4717597062882817,143.79026606101084,0.4009176859838076,488.480322472358,0.5,mothbeans
33.81539201057929,49.60347285590126,20.840364031359737,24.77323276984097,46.3013106314376,8.587433262300797,61.0817336356184,0.50938035249783,126.1628441219576,0.6034450754799984,499.92138753189965,0.54,mothbeans
